id,estado,fecha_cotizacion,fecha_expedicion_poliza,id_grupo_familiar,nro_cotizacion,nro_poliza,observaciones,vigencia_cotizacion,causante_id,estado_documentacion_id,tipo_calculo,consecutivo_cal_cotizacion,fecha_inicio_vigencia,causal_id,causal,estado_actual,estado_siguiente,observacion,tipo_cambio_automatico,codigo_estado_causal
41,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000041,POL-00000134,,2035-05-14,42,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
42,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000042,POL-00000144,,2032-11-30,41,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
43,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000043,POL-00000143,,2032-06-20,43,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
44,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000044,POL-00000125,,2029-10-12,44,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
45,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000045,POL-00000146,,2034-06-20,45,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
46,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000046,POL-00000142,,2035-09-26,46,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
47,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000047,POL-00000145,,2031-09-11,47,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
48,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000048,POL-00000137,,2031-04-01,48,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
49,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000049,POL-00000122,,2032-03-22,49,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
50,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000050,POL-00000527,,2029-04-06,50,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
51,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000051,POL-00000529,,2032-04-17,51,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
52,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000052,POL-00000532,,2028-12-28,52,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
53,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000053,POL-00000161,,2026-10-09,53,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
54,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000054,POL-00000051,,2029-06-20,54,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
55,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000055,POL-00000174,,2027-10-22,55,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
56,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000056,POL-00000225,,2031-07-30,56,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
57,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000057,POL-00000273,,2028-02-08,58,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
58,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000058,POL-00000325,,2030-06-12,59,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
59,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000059,POL-00000377,,2026-09-28,60,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
60,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000060,POL-00000428,,2034-09-09,57,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
61,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000061,POL-00000526,,2031-08-05,61,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
62,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000062,POL-00000224,,2033-02-01,62,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
63,COTIZADA,2025-12-03,,0,COT-00000063,,,2031-08-16,63,0,MESADA,1,2025-12-03,3,CALCULO EJECUTADO Y ACTUALIZADO,RADICADA,COTIZADA,,false,0303
64,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000064,POL-00000160,,2034-08-14,64,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
65,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000065,POL-00000429,,2034-12-21,65,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
66,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000066,POL-00000324,,2027-01-22,66,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
67,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000067,POL-00000173,,2026-10-06,67,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
68,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000068,POL-00000053,,2033-11-04,69,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
69,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000069,POL-00000378,,2031-04-23,68,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
70,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000070,POL-00000530,,2027-12-27,70,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
71,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000071,POL-00000230,,2030-05-27,71,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
72,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000072,POL-00000164,,2033-08-12,72,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
73,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000073,POL-00000329,,2029-02-12,73,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
74,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000074,POL-00000277,,2029-03-13,74,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
75,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000075,POL-00000427,,2033-05-01,75,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
76,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000076,POL-00000101,,2031-01-11,76,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
77,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000077,POL-00000228,,2027-08-03,77,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
78,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000078,POL-00000525,,2033-03-29,78,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
79,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000079,POL-00000376,,2027-01-03,79,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
80,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000080,POL-00000049,,2030-07-31,80,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
81,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000081,POL-00000327,,2030-11-06,81,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
82,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000082,POL-00000163,,2031-06-01,82,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
83,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000083,POL-00000229,,2030-02-06,83,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
84,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000084,POL-00000430,,2034-02-10,85,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
85,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000085,POL-00000274,,2035-04-14,84,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
86,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000086,POL-00000380,,2035-08-29,86,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
87,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000087,POL-00000102,,2028-09-26,87,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
88,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000088,POL-00000528,,2034-09-13,88,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
89,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000089,POL-00000052,,2032-05-11,89,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
90,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000090,POL-00000375,,2032-06-26,90,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
91,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000091,POL-00000226,,2028-01-01,91,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
92,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000092,POL-00000328,,2032-07-20,92,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
93,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000093,POL-00000162,,2026-11-05,93,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
94,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000094,POL-00000276,,2031-03-11,94,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
95,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000095,POL-00000426,,2033-03-11,95,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
96,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000096,POL-00000175,,2034-05-19,96,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
97,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000097,POL-00000002,,2027-05-11,97,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
98,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000098,POL-00000005,,2027-11-22,98,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
99,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000099,POL-00000006,,2033-08-18,99,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
100,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000100,POL-00000003,,2026-03-17,100,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
101,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000101,POL-00000004,,2031-11-19,101,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
102,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000102,POL-00000001,,2031-01-05,102,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
103,COTIZADA,2025-12-03,,0,COT-00000103,,,2028-01-16,103,0,MESADA,1,2025-12-03,3,CALCULO EJECUTADO Y ACTUALIZADO,RADICADA,COTIZADA,,false,0303
104,COTIZADA,2025-12-03,,0,COT-00000104,,,2031-03-18,106,0,MESADA,1,2025-12-03,3,CALCULO EJECUTADO Y ACTUALIZADO,RADICADA,COTIZADA,,false,0303
105,COTIZADA,2025-12-03,,0,COT-00000105,,,2026-06-16,108,0,CAPITAL,1,2025-12-03,3,CALCULO EJECUTADO Y ACTUALIZADO,RADICADA,COTIZADA,,false,0303
106,COTIZADA,2025-12-03,,0,COT-00000106,,,2032-02-26,110,0,MESADA,1,2025-12-03,3,CALCULO EJECUTADO Y ACTUALIZADO,RADICADA,COTIZADA,,false,0303
107,COTIZADA,2025-12-03,,0,COT-00000107,,,2027-07-17,107,0,CAPITAL,1,2025-12-03,3,CALCULO EJECUTADO Y ACTUALIZADO,RADICADA,COTIZADA,,false,0303
108,COTIZADA,2025-12-03,,0,COT-00000108,,,2028-10-25,104,0,MESADA,1,2025-12-03,3,CALCULO EJECUTADO Y ACTUALIZADO,RADICADA,COTIZADA,,false,0303
109,COTIZADA,2025-12-03,,0,COT-00000109,,,2029-12-20,105,0,MESADA,1,2025-12-03,3,CALCULO EJECUTADO Y ACTUALIZADO,RADICADA,COTIZADA,,false,0303
110,COTIZADA,2025-12-03,,0,COT-00000110,,,2027-09-22,109,0,CAPITAL,1,2025-12-03,3,CALCULO EJECUTADO Y ACTUALIZADO,RADICADA,COTIZADA,,false,0303
111,COTIZADA,2025-12-03,,0,COT-00000111,,,2034-04-06,111,0,MESADA,1,2025-12-03,3,CALCULO EJECUTADO Y ACTUALIZADO,RADICADA,COTIZADA,,false,0303
